"","WOType","Borough","WOCategory","WOWoodRemains","WOWireConflict","CreatedDate"
"9349","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"9350","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9351","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"9352","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9353","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"9354","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9355","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"9356","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/19"
"9357","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/08"
"9358","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9359","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/25"
"9360","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9361","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9362","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/28"
"9363","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9364","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"9365","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9366","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/03"
"9367","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/01"
"9368","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9369","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/11"
"9370","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"9371","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"9372","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/28"
"9373","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9374","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9375","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9376","Pruning","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/18"
"9377","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9378","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/14"
"9379","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9380","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9381","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9382","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"9383","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/01"
"9384","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"9385","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9386","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9387","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9388","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9389","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9390","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/27"
"9391","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/18"
"9392","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9393","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9394","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"9395","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9396","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9397","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9398","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"9399","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9400","Hanging Limb","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/04"
"9401","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"9402","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9403","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/17"
"9404","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9405","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"9406","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"9407","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"9408","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9409","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9410","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"9411","Tree Plant-Park Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/11"
"9412","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/20"
"9413","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/14"
"9414","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"9415","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9416","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9417","Tree Down","Brooklyn","Post-Failure Tree/Debris Removal","< 12 in diam, <4 ft length","No Util Conflict Present","20/02/07"
"9418","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/25"
"9419","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/12"
"9420","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9421","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"9422","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/11"
"9423","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9424","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9425","Stump Removal for Tree Planting","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"9426","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9427","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9428","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"9429","Tree Removal","Bronx","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/19"
"9430","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/14"
"9431","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9432","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9433","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"9434","Canopy Reduction","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/14"
"9435","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9436","Tree Plant-Park Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/25"
"9437","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"9438","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9439","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"9440","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9441","Stump Removal","Bronx","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"9442","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9443","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9444","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"9445","Tree Plant-Park Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/24"
"9446","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"9447","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/27"
"9448","Tree Removal","Queens","Risk Mitigation","No Wood Debris","Electric Utility Pending","20/02/27"
"9449","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"9450","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/28"
"9451","Tree Removal","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/24"
"9452","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"9453","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9454","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9455","Stump Removal for Tree Planting","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"9456","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9457","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9458","Tree Removal","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/13"
"9459","Stump Removal","Bronx","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/05"
"9460","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"9461","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9462","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/27"
"9463","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"9464","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9465","Limb Down","Staten Island","Post-Failure Tree/Debris Removal","Unprocessed Wood","No Util Conflict Present","20/02/10"
"9466","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9467","Limb Down","Brooklyn","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/28"
"9468","Limb Down","Manhattan","Post-Failure Tree/Debris Removal","All Wood Removed","No Util Conflict Present","20/02/26"
"9469","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/06"
"9470","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"9471","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9472","Pruning","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/28"
"9473","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9474","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"9475","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"9476","Limb Down","Queens","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/08"
"9477","Stump Removal for Tree Planting","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"9478","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9479","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9480","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9481","Tree Down","Brooklyn","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/07"
"9482","Hanging Limb","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"9483","Tree Removal","Brooklyn","Risk Mitigation","Unprocessed Wood","No Util Conflict Present","20/02/05"
"9484","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9485","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9486","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9487","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/17"
"9488","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9489","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/21"
"9490","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/13"
"9491","Hanging Limb","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/24"
"9492","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"9493","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9494","Tree Removal","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/26"
"9495","Tree Plant-Street Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/21"
"9496","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/01"
"9497","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9498","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"9499","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/05"
"9500","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9501","Hanging Limb","Bronx","Risk Mitigation","Unprocessed Wood","No Util Conflict Present","20/02/07"
"9502","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9503","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9504","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/01"
"9505","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"9506","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/27"
"9507","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9508","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9509","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9510","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"9511","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9512","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"9513","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/26"
"9514","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"9515","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9516","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9517","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"9518","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/05"
"9519","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9520","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/27"
"9521","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"9522","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"9523","Tree Plant-Park Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/13"
"9524","Limb Down","Queens","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/10"
"9525","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/28"
"9526","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9527","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9528","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9529","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9530","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"9531","Rescue/Preservation - Tree","Staten Island","Misc Work","No Wood Debris","No Util Conflict Present","20/02/26"
"9532","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/03"
"9533","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9534","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9535","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"9536","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9537","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/28"
"9538","Tree Plant-Park Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/25"
"9539","Tree Plant-Park Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/11"
"9540","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9541","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"9542","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/20"
"9543","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9544","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9545","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/28"
"9546","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"9547","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9548","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9549","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"9550","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"9551","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9552","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9553","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9554","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9555","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"9556","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"9557","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9558","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9559","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"9560","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/03"
"9561","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/05"
"9562","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9563","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9564","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"9565","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"9566","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9567","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"9568","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/29"
"9569","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"9570","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"9571","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"9572","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9573","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9574","Hanging Limb","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/26"
"9575","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9576","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"9577","Tree Removal","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"9578","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","Electric Utility Open","20/02/11"
"9579","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9580","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9581","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9582","Pruning","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/20"
"9583","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9584","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9585","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"9586","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9587","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"9588","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"9589","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"9590","Tree Removal","Manhattan","Risk Mitigation","Unprocessed Wood","No Util Conflict Present","20/02/07"
"9591","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"9592","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9593","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9594","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9595","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"9596","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"9597","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"9598","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9599","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9600","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9601","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"9602","Tree Removal","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"9603","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"9604","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9605","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9606","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9607","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9608","Hanging Limb","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"9609","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9610","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9611","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"9612","Stump Removal","Bronx","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/24"
"9613","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9614","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9615","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"9616","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9617","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9618","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9619","Hanging Limb","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"9620","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"9621","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9622","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"9623","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9624","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"9625","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"9626","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9627","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9628","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"9629","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"9630","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9631","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
